Id,Faixa idade,Gênero,Cor/raça/etnia,PCD,vive_no_brasil,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação
143kovv42rj143ko4i6qxokr97wxxq8w,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
149vacrvzcpxtsjj1aj8v2ti149vacrv,25-29,Masculino,Branca,Não,1,RS,Sul,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios
14o1sjfwr21125mb39v14o1sj5gipig0,25-29,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Outra opção
14o6uo0ipq94b25714ocmfj81uo5bx13,35-39,Masculino,Parda,Não,1,PR,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
14taj3sil040z409ab14taj18aqwflw2,25-29,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
150n2wvf0ynssn3lolep150n2wvfwppi,25-29,Masculino,Branca,Não,1,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
15sf3jss4mcvp8pywzv515sf3j2ew5jk,35-39,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
15sjomi7artoobet15sj5jeffud0ra0y,30-34,Masculino,Branca,Não,1,PR,Sul,Pós-graduação,Outras Engenharias
16ds4kue2s2iwqamfxqv16ds4ue32z6b,22-24,Feminino,Parda,Não,1,PB,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
16et36uiixwl5v0z16et36f5mptrhire,22-24,Masculino,Parda,Não,1,PR,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
16k8mm4wf6mb50th15gc516k8mmguko6,30-34,Masculino,Branca,Não,1,PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
16l76zisslhjs0716l76zpv3tyj52d37,35-39,Feminino,Outra,Não,1,MG,Sudeste,Mestrado,Outras Engenharias
16mgsdgqtqu1o0pn16mgsq6e4jm92ez6,40-44,Feminino,Preta,Não,1,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
16wdanesw1yq8w2u16wda283yt4f4omf,25-29,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
16wryqj46013oggwjv19x16wryqet4c6,30-34,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Outras Engenharias
17n1wbcm7qvd90xv217n1wvqxseyngeo,22-24,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
17umw4ljr40d31fhz5bg717umj1n0e6x,25-29,Masculino,Parda,Não,1,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
180i6uzbqcoyxcwz180i6uoxfasuuhyy,35-39,Masculino,Preta,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
184i99d8ozm0xjbaccur184i99dsgue6,40-44,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
18b3my90jdti4tgr18b3my9xgz9hbjqc,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
18xp1g9xmd9umdi2z18x4rut1864ze7r,25-29,Feminino,Amarela,Não,1,PR,Sul,Graduação/Bacharelado,Outras Engenharias
19713jevp4e9y719713upwbacxfgroxc,30-34,Masculino,Branca,Não,1,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
19ney6nnqmjyf6d19nf9jmw3vq2hc8nf,25-29,Feminino,Parda,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1a1yogk12t463rcus1a1yw5n0jmjlym4,25-29,Masculino,Branca,Não,1,SC,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1afpal0496ft891afi9wkyn4lihfcrhi,35-39,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1afqe921s4n6eh561afqetzmpd7et4jw,50-54,Masculino,Preta,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1atilfmpb11xrzj8s341atiwrkhv7ftp,30-34,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
1awxzymi8qib41awxw4zm1g4ikoqvuvv,25-29,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
1b10wnsk3b20va1m851b10wadgie37ov,30-34,Feminino,Branca,Não,1,PE,Nordeste,Doutorado ou Phd,Química / Física
1b53o5zcvhb61i1b53o5jipgdvps94bu,25-29,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1bd2w0vsb6r6p1bd2m6yf2mmigwe6z7u,45-49,Masculino,Amarela,Prefiro não informar,1,MS,Centro-oeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1bdfikm5d76v1bdfip6z9r5uy4s2i8gt,35-39,Masculino,Parda,Não,1,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1bqcdxwosk2448kwf1bqcdxwoqdlcobj,30-34,Masculino,Branca,Não,1,MG,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1bqq4pgskpve20qx61bqq9nc6jsw8368,30-34,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Outras Engenharias
1bsfbpqm5bciwmwgnmmr1bsf8uriv0kv,25-29,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1c0x0ogcdheqqto2a1c0xyvyswdbifti,30-34,Feminino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1c56ua7ymuynqpr1c5zdap8g6wqbln93,25-29,Masculino,Parda,Não,1,RJ,Sudeste,Estudante de Graduação,Outras Engenharias
1c78wjlqt11tx0di751c78wxk3k353co,45-49,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1cefkbevzlncl4o0a1z1cefkbr4yziq5,40-44,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1cil9ui4oqqxbqyf8m1cil9yrs2faa0d,25-29,Masculino,Parda,Não,1,ES,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1cjkgi9jv6i12fgn1f71cjkgi9uff76z,30-34,Feminino,Branca,Não,1,PR,Sul,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios
1cvdowb6yipk7a1cvdojvmnkjlhtfebp,45-49,Masculino,Parda,Não,1,SE,Nordeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1dj9jqkit77mgg2xpj1dj97iwg1vlgdb,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
1ejjjwcch2gjr521ejjl8caxiklpk60r,22-24,Masculino,Parda,Não,1,PI,Nordeste,Estudante de Graduação,Outras Engenharias
1eo61abl73ghvnkmj00y1eo61hon5rta,30-34,Feminino,Branca,Não,1,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1exwsodnxyudw0ym67h2111exwsodn7z,25-29,Masculino,Amarela,Não,1,RJ,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ez0klrrhcs30in3zu1ez0kl9deqwilh,25-29,Masculino,Branca,Não,1,BA,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1fksk09n0tu0l6h8yl4h1fksk095xb1b,30-34,Masculino,Parda,Não,1,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1fsoff7bwgy2alhegs1fsoaktr45kqe4,30-34,Masculino,Branca,Não,1,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ftlcrww87ofagr5xu1ftlmm51jbd1ek,25-29,Masculino,Branca,Não,1,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1fz1hczj0y3p6akj1fz1e4ouef72j0ip,35-39,Feminino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1gbxnr87nrmzir1gb1naobr2o4v0yeuc,22-24,Feminino,Preta,Não,1,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1go9wuzo7jjcd11go9l27u0g2d4sn0ba,25-29,Masculino,Parda,Não,1,MG,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1gyuand5och71g7fyp7tzfyxt4k511vw,45-49,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hdrb5ttn4dfnqzn1hdrbru8ycclp31s,17-21,Masculino,Branca,Não,1,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hjllifyz30bty9ifyzxau1hjllifyaz,55+,Masculino,Amarela,Não,1,RJ,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hk8n3npn6u33nvk971hk8n3c565bmwf,30-34,Masculino,Preta,Não,1,DF,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1hy19fbspo2n1hy1od9uxdgq4744p5b2,30-34,Masculino,Branca,Não,1,SP,Sudeste,Doutorado ou Phd,Química / Física
1in3i7hatwxjuecc1in3u1cqzryytfow,40-44,Masculino,Preta,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ixweauzga7lmtgvwrg2gr1ixwq7wrj7,30-34,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1j2b248m9vanhbnw1331j2b2jtavuq2v,30-34,Masculino,Parda,Não,1,PB,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1jamvzms8xcx8fm9n1jamvznsxd154w7,25-29,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Outras Engenharias
1jjv75o1mhc275hjj1jjv75tc4zv4aqn,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
1juqnnq8w5g1juq25h20elmadyv519wl,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1jxrb8ef5dgwk671jxrb8ef4i0szuq6x,30-34,Feminino,Branca,Prefiro não informar,1,RJ,Sudeste,Pós-graduação,Outras Engenharias
1jy36lr1prftdq0l8ifh1jy36j18th0b,25-29,Feminino,Preta,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1k16swpfwk5n98lsl1k16s83ns3t57cm,35-39,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1k514djqv04g91bn6yb1k514dm45saug,17-21,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1kao3kwijojmie1kao3kyw938oh6794o,30-34,Masculino,Branca,Não,1,PB,Nordeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1kcmfwvhhzusgajn2zr1kcmfwv9cmtu2,25-29,Masculino,Branca,Não,1,PR,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1kjbcctset02lzji9b6v1kjbcq2c4rcf,35-39,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Outras Engenharias
1kuwp2b3gibtwbbg41a1kuoqpsvft9l9,35-39,Masculino,Parda,Não,1,ES,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1kzvnze4z6503kbeq1kzo5p8zb20muq7,30-34,Masculino,Outra,Não,1,RJ,Sudeste,Pós-graduação,Outras Engenharias
1mjwa49a3mvroi8p1mjwgxumf37stfvg,30-34,Masculino,Branca,Não,1,RS,Sul,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1mu7g1p2w1gbvjk1muha0e6nruburfor,22-24,Feminino,Preta,Não,1,SC,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1mz9sw1dltmei77j0i1mtkz0oghyuaa1,30-34,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1n3ts0dsvfhbzzp1n3s7r3bya0sv050k,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
1nbi1gijbln24ntm1nbi19wkxnp2z7y8,25-29,Masculino,Parda,Não,1,RN,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ncfgwpi2xfllzxmye4u8ta71ncfgw18,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1nmrjqcdg2rk07d4ucbaz1nmrjqcdxu1,30-34,Feminino,Parda,Não,1,SP,Sudeste,Pós-graduação,Ciências Sociais
1o4zdyda1ud5g2xdkczn1o4zdydqxqo8,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1o96jf7dan00vd69m1o9nychssyktrmj,30-34,Feminino,Parda,Não,1,PR,Sul,Doutorado ou Phd,Outras Engenharias
1oe4tm9lig95nxa1oecz9yzg37ygtm98,30-34,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Outra opção
1ogf8n4avyhrbrhg8e1ogf8n4cbbbz0x,25-29,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1opopzw3qk4cs221opopzykxayt5rybh,30-34,Masculino,Parda,Não,1,SP,Sudeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
1otlcdg1x913smcve7s41otlcdozbmfe,45-49,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ov8v6439it6tfn6c71ov8v64vfmt78h,25-29,Masculino,Branca,Não,1,RJ,Sudeste,Pós-graduação,Ciências Sociais
1oxkwd8njvomlv7es1oxkwrkppfrbpw1,25-29,Masculino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
1p3bp5w871n1p342djoevd5p3pp8lqq5,40-44,Masculino,Preta,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1p665pu04mcxhajkr1p66935r9bmijl5,30-34,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1pfaacuejf5x81pajv9shsciur46l5rv,22-24,Masculino,Branca,Não,1,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1pi0xbzfk7ftd19122yg1pi0xb9pq856,25-29,Masculino,Branca,Não,1,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1pp6xvbufvhsom5vzl31pp6xvq4p1jnu,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1pzbrkrlc1wyaipjm1pzbrkrt5qlxyhy,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1q4kta9wksua5f9lp6ms1q4kta1dw4t8,25-29,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Outras Engenharias
1qfmx17eszstg2dn741qfmtkechwvnja,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
1rgah0yqmoh6y9km1rga5j5guxd7hzuf,25-29,Feminino,Parda,Não,1,SE,Nordeste,Mestrado,Outras Engenharias
1rw5ornqpc716ikkr2br11rw5ornh43e,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1s1lyz6kdu1ukc41s18fml0xicbrc9l0,40-44,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1s4bfgk6oa1a24xwu0o63s9ab1s4bfgk,30-34,Masculino,Branca,Não,1,RS,Sul,Graduação/Bacharelado,Outras Engenharias
1scauwwcbcm7e2hybl1scauwwpdyl1q8,25-29,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Ciências Sociais
1sql14ykwoqnrqb1sqjxtaw96mma6ejx,30-34,Masculino,Branca,Não,1,BA,Nordeste,Doutorado ou Phd,Outra opção
1st95j5f3dayu2z7vcgq1s1st95joecs,40-44,Masculino,Parda,Não,1,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1sv9f4m6qjuiz1z4a6941sv9f62nckws,35-39,Masculino,Branca,Não,1,CE,Nordeste,Graduação/Bacharelado,Outra opção
1synl4koqv7nw9jp9xj1e1synl4koz1e,25-29,Masculino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1t29wucp9kxqccl1hho82ik9h8tjmhi9,25-29,Feminino,Branca,Não,1,GO,Centro-oeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1tbjeqyxcb8in9aoofm1tbjeqe7qhjsl,25-29,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1tdjws9xptef31tdm1d1kxhnf46wweze,22-24,Feminino,Parda,Não,1,PA,Norte,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1th9uptbdd29e4gx4us31th9ulkpwl27,40-44,Masculino,Branca,Não,1,SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ubccfh8fhx4uh4ymak6pc1ubccfg6sk,35-39,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1vngka6qvjav2mv8dcd61vngkapi54nc,30-34,Masculino,Branca,Não,1,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias
1vq1kdtdkc5hlku05awxf1vq1kd7ugp9,35-39,Masculino,Parda,Não,1,BA,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1wg7v0o7vu0mm4mvg1wg4jxmohz7z6ej,35-39,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
1xc040p4ike2f176s1xc040ab1a3vu9r,55+,Masculino,Branca,Não,1,SP,Sudeste,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
1xgwka8p6zsss0krrsmpi4b1xgwka8m5,35-39,Masculino,Parda,Não,1,DF,Centro-oeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1xqvtlu78qox274r29vj1xqvtldoen39,25-29,Feminino,Parda,Não,1,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1xte9idr5o14ouli1xte9iioqw664dxy,25-29,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
1y9f7ammii1165je1y92szmpujr1zia0,35-39,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
1ycfmqxl1azr4shspbvnu1ycfmqxlx8v,30-34,Masculino,Parda,Não,1,PE,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
1ygwdvahw3uhzit01ygwd0h3g7ky5d11,25-29,Masculino,Branca,Não,1,GO,Centro-oeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
1yhe4tn91cbr5gsn0xcav1yhe4oi9hua,25-29,Masculino,Branca,Não,1,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1ykx15p0swb0zq4lfpydw1ykx192ats1,30-34,Masculino,Branca,Não,1,ES,Sudeste,Mestrado,Outras Engenharias
1ym42evpf3kt371ymvcalkvbcil4y5ku,40-44,Masculino,Branca,Não,1,RS,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
1yupbqb7lh2tkrosyj1yuq9z4q1c7s9k,35-39,Masculino,Amarela,Não,1,SP,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
1zhotax6o47clqyai5001zhotax6i51n,35-39,Masculino,Parda,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
20a4osktc9echnd7ic1hq20a4osksp7s,30-34,Masculino,Parda,Não,1,PB,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
20iwrnm2s5m352v7j220i6dsxma69riq,25-29,Feminino,Branca,Não,1,SP,Sudeste,Pós-graduação,Ciências Sociais
20lckymovsednj4720lck7o1f9co1z5t,40-44,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
20ml24zr62pf4z38beg8txb20ml24zbk,22-24,Masculino,Parda,Não,1,BA,Nordeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
20yjzawax8x88a2z20yj6jadndjwunn8,30-34,Masculino,Parda,Não,1,SP,Sudeste,Estudante de Graduação,Outras Engenharias
21fkwf8v1owhbxd21f96whwwigyulddq,17-21,Feminino,Amarela,Não,1,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
21pjvyninw8oz0xr5ik21pjvc6wqlihp,25-29,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
22bragf5rnsy7g6kr22brak7fw9stjff,30-34,Masculino,Branca,Não,1,SP,Sudeste,Mestrado,Outras Engenharias
22ej021lhaeuead9x7ge22ej0owimr19,25-29,Feminino,Branca,Não,1,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
22ipipa83d7p815fwnophe22iptm4af6,30-34,Masculino,Parda,Não,1,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
230l861fcwae3fqi230l86pfgay7z27b,30-34,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
23iu3s3y4l8xfvz423iu3oua9rubcpmt,17-21,Masculino,Branca,Não,1,RS,Sul,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
23pwufmy5z435yt7i23pwugu68jcpjmi,25-29,Masculino,Branca,Não,1,MG,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
240kcckfjhgnbqu24044btdw9aitjqhz,40-44,Masculino,Parda,Não,1,PB,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
243s6eg63uahz7cn9872t243s61xy4h8,30-34,Masculino,Branca,Não,1,SP,Sudeste,Pós-graduação,Outras Engenharias
24aggifjzl524a84cy744590nd8so5pp,35-39,Masculino,Parda,Não,1,PE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
24kvki339tqa3124kvha8amv24vf3hjc,30-34,Masculino,Preta,Não,1,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias
24zrisoyw05okxrw24zri6uh44ccwd3w,25-29,Masculino,Parda,Não,1,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
25e9auitkh0au25ek8lbx70b7onm1k81,35-39,Feminino,Parda,Não,1,RJ,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
25fsyypuhl13wwj2pf25fsyhl34tpe9c,22-24,Masculino,Branca,Não,1,RS,Sul,Estudante de Graduação,Outras Engenharias
25qafi926wp2hhhf25qa43k1hz26n2qo,30-34,Masculino,Branca,Prefiro não informar,1,PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
